"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 04 17:12:43 GMT 2024","Thu Jul 04 17:12:45 GMT 2024","1885","chromium","loginTestFixtures.spec.ts","","","","Login-Logout Test",""
