"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 04 17:17:39 GMT 2024","Thu Jul 04 17:17:41 GMT 2024","1898","chromium","loginTestFixtures.spec.ts","","","","Login-Logout Test",""
